date,sentiment,fg_value,total_trades,total_pnl,avg_pnl,win_rate,avg_leverage,long_ratio,unique_traders,liquidations,rolling_pnl,rolling_win_rate
2022-02-28,Extreme Fear,20.0,16,10.575499999999998,0.6609687499999999,0.5625,2.8125,0.25,16,1,-6.85735666666667,0.4766444684861621
2022-03-01,Neutral,51.0,37,55.890699999999995,1.5105594594594594,0.5405405405405406,9.45945945945946,0.5135135135135135,28,3,-6.579963333333335,0.47638291661170695
2022-03-02,Neutral,52.0,41,122.8267,2.9957731707317072,0.3170731707317073,8.365853658536585,0.5365853658536586,32,2,-3.5827366666666696,0.46825283531089396
2022-03-03,Fear,39.0,33,-115.3249,-3.4946939393939394,0.45454545454545453,5.515151515151516,0.2727272727272727,26,4,-3.2597766666666694,0.4711821282401869
2022-03-04,Fear,33.0,26,57.1079,2.196457692307692,0.46153846153846156,6.038461538461538,0.38461538461538464,22,0,-1.4255566666666695,0.4705667436248023
2022-03-05,Extreme Fear,22.0,34,48.5944,1.4292470588235293,0.6176470588235294,3.1176470588235294,0.35294117647058826,29,1,-2.5978633333333363,0.4718001402092425
2022-03-06,Extreme Fear,22.0,33,-10.395499999999998,-0.31501515151515147,0.36363636363636365,3.121212121212121,0.2727272727272727,30,2,-5.418130000000003,0.4632006316097339
2022-03-07,Extreme Fear,23.0,39,257.459,6.601512820512821,0.7435897435897436,3.076923076923077,0.20512820512820512,34,0,3.7523733333333307,0.4726716410807434
2022-03-08,Extreme Fear,21.0,30,101.82209999999999,3.3940699999999997,0.6,2.6666666666666665,0.3,24,1,6.51650333333333,0.477287025696128
2022-03-09,Extreme Fear,22.0,24,293.041,12.210041666666667,0.5,3.3333333333333335,0.2916666666666667,22,0,16.473969999999998,0.4792478100098535
2022-03-10,Fear,28.0,24,113.4649,4.727704166666666,0.5416666666666666,5.416666666666667,0.4166666666666667,21,1,33.49682666666666,0.4892225574846009
2022-03-11,Extreme Fear,22.0,33,111.8127,3.3882636363636367,0.6363636363636364,3.242424242424242,0.24242424242424243,26,1,38.44422999999999,0.49685443178314187
2022-03-12,Extreme Fear,22.0,38,-54.2137,-1.4266763157894737,0.5263157894736842,2.789473684210526,0.23684210526315788,28,2,42.53622666666666,0.49318617022014355
2022-03-13,Extreme Fear,21.0,31,-8.3872,-0.2705548387096774,0.4838709677419355,3.3548387096774195,0.3225806451612903,24,0,41.350316666666664,0.4884818691448747
2022-03-14,Extreme Fear,23.0,43,-82.1618,-1.9107395348837208,0.5581395348837209,3.0930232558139537,0.2558139534883721,34,2,35.988009999999996,0.4883873333157955
2022-03-15,Extreme Fear,21.0,33,-55.699600000000004,-1.6878666666666668,0.3939393939393939,2.9393939393939394,0.3939393939393939,29,0,33.08305666666666,0.4853024302308924
2022-03-16,Extreme Fear,24.0,43,78.8329,1.8333232558139534,0.5813953488372093,3.2790697674418605,0.2558139534883721,31,2,35.75007,0.4931176493417926
2022-03-17,Fear,27.0,38,15.249799999999999,0.40131052631578945,0.5,6.184210526315789,0.34210526315789475,30,1,34.89446666666666,0.49484178727282707
2022-03-18,Fear,25.0,37,13.949800000000002,0.37702162162162167,0.43243243243243246,4.837837837837838,0.43243243243243246,30,1,34.90338999999999,0.4957145350205748
2022-03-19,Fear,28.0,32,-50.150800000000004,-1.5672125000000001,0.4375,6.375,0.28125,23,0,26.662593333333334,0.4957145350205748
2022-03-20,Fear,31.0,27,-96.6969,-3.581366666666667,0.4074074074074074,5.7407407407407405,0.5555555555555556,24,3,22.97879333333333,0.4926281152674884
2022-03-21,Fear,30.0,29,122.24080000000001,4.2152,0.4827586206896552,6.827586206896552,0.3448275862068966,26,2,26.454506666666664,0.49348197405238164
2022-03-22,Fear,26.0,37,45.61279999999999,1.2327783783783781,0.2972972972972973,5.5675675675675675,0.6216216216216216,32,0,27.727156666666662,0.4880072685776762
2022-03-23,Fear,31.0,33,85.60459999999999,2.5940787878787877,0.5757575757575758,5.393939393939394,0.30303030303030304,25,0,29.328566666666664,0.4862468068172144
2022-03-24,Fear,40.0,36,139.2742,3.868727777777778,0.5277777777777778,5.277777777777778,0.2777777777777778,26,0,35.97787,0.49011390921372855
2022-03-25,Neutral,47.0,33,-61.152,-1.8530909090909091,0.5454545454545454,8.0,0.5757575757575758,25,1,35.501639999999995,0.4936615810540833
2022-03-26,Neutral,51.0,28,72.5958,2.592707142857143,0.39285714285714285,8.892857142857142,0.6071428571428571,26,0,40.24428999999999,0.49634015248265473
2022-03-27,Neutral,49.0,38,-27.955599999999997,-0.7356736842105263,0.39473684210526316,9.263157894736842,0.5789473684210527,30,1,44.574729999999995,0.4918509883959674
2022-03-28,Greed,60.0,31,43.34760000000001,1.398309677419355,0.4838709677419355,10.903225806451612,0.7419354838709677,27,0,42.074619999999996,0.49585880853281983
2022-03-29,Greed,56.0,38,-83.1943,-2.1893236842105264,0.5,11.342105263157896,0.7368421052631579,30,2,38.13236333333334,0.4953537580277693
2022-03-30,Greed,55.0,31,-15.285900000000002,-0.49309354838709685,0.41935483870967744,11.774193548387096,0.7096774193548387,28,1,37.27031666666666,0.49058225265142524
2022-03-31,Neutral,52.0,33,-9.637200000000004,-0.29203636363636376,0.6363636363636364,7.454545454545454,0.7575757575757576,26,1,35.08605333333333,0.4937763558455284
2022-04-01,Neutral,50.0,34,-12.564999999999996,-0.36955882352941166,0.4117647058823529,8.676470588235293,0.4411764705882353,28,2,30.572996666666665,0.49693274035054996
2022-04-02,Neutral,52.0,34,76.1654,2.240158823529412,0.4117647058823529,10.294117647058824,0.5882352941176471,30,3,36.95600666666666,0.49550671539511326
2022-04-03,Neutral,48.0,37,-63.0401,-1.7037864864864865,0.4864864864864865,7.054054054054054,0.35135135135135137,31,2,32.951073333333326,0.49633831622671404
2022-04-04,Neutral,52.0,30,-28.441999999999997,-0.9480666666666665,0.2,8.533333333333333,0.6,23,0,30.38319333333333,0.4824167475992631
2022-04-05,Neutral,53.0,50,183.1935,3.66387,0.58,8.9,0.48,37,0,36.83615999999999,0.48962886881138434
2022-04-06,Neutral,48.0,34,137.14270000000002,4.033608823529413,0.5588235294117647,7.235294117647059,0.4117647058823529,25,0,32.82561666666666,0.4834699950054517
2022-04-07,Fear,34.0,27,43.033100000000005,1.5938185185185187,0.48148148148148145,6.222222222222222,0.4074074074074074,24,1,30.86598333333333,0.47951937772150105
2022-04-08,Fear,37.0,49,-122.9082,-2.508330612244898,0.5306122448979592,4.959183673469388,0.3877551020408163,36,4,17.00101,0.48053978588476637
2022-04-09,Fear,30.0,43,50.1277,1.165760465116279,0.46511627906976744,5.209302325581396,0.46511627906976744,33,2,14.889769999999999,0.4779881062982031
2022-04-10,Fear,34.0,32,39.3476,1.2296125,0.53125,5.46875,0.40625,24,1,12.474266666666665,0.47448431841941524
2022-04-11,Fear,32.0,38,69.2693,1.8228763157894736,0.5789473684210527,5.157894736842105,0.34210526315789475,25,1,16.590366666666664,0.4762387043843274
2022-04-12,Extreme Fear,20.0,34,-10.993599999999997,-0.32334117647058813,0.5294117647058824,3.176470588235294,0.4117647058823529,32,3,16.503486666666664,0.4777567309497924
2022-04-13,Fear,25.0,36,19.2499,0.5347194444444444,0.3888888888888889,6.027777777777778,0.3611111111111111,32,1,19.883876666666666,0.47211504274996463
2022-04-14,Fear,28.0,39,-0.0051999999999905455,-0.0001333333333330909,0.5128205128205128,5.717948717948718,0.46153846153846156,30,3,21.740356666666667,0.4760777467126686
2022-04-15,Extreme Fear,22.0,35,48.685,1.391,0.6285714285714286,2.8285714285714287,0.34285714285714286,33,0,20.735426666666665,0.47765028270380927
2022-04-16,Fear,28.0,41,-21.859500000000004,-0.5331585365853659,0.3902439024390244,5.560975609756097,0.34146341463414637,28,0,19.49845,0.47399174611844336
2022-04-17,Fear,28.0,30,29.5138,0.9837933333333333,0.5,6.533333333333333,0.36666666666666664,21,0,20.01725,0.47624399837069564
2022-04-18,Extreme Fear,24.0,42,168.2372,4.005647619047619,0.5476190476190477,3.0476190476190474,0.3333333333333333,33,1,27.296850000000003,0.47991463329133055
2022-04-19,Fear,27.0,35,-34.773799999999994,-0.9935371428571427,0.45714285714285713,6.4,0.45714285714285713,28,4,29.36095333333333,0.48157248161584554
2022-04-20,Fear,27.0,33,101.1263,3.0644333333333336,0.6060606060606061,5.484848484848484,0.24242424242424243,25,0,28.657136666666666,0.4856825477948773
2022-04-21,Fear,27.0,36,-75.0059,-2.0834972222222223,0.5555555555555556,4.777777777777778,0.4722222222222222,31,2,24.636513333333333,0.49429115640348587
2022-04-22,Fear,26.0,35,-88.4781,-2.527945714285714,0.4,5.371428571428571,0.37142857142857144,32,1,18.833756666666666,0.4884325705449
2022-04-23,Extreme Fear,24.0,34,12.212200000000006,0.3591823529411767,0.5,2.911764705882353,0.3235294117647059,26,1,14.598356666666666,0.4875066446189741
2022-04-24,Extreme Fear,24.0,36,8.1934,0.22759444444444446,0.3611111111111111,3.0277777777777777,0.5,30,3,16.909869999999998,0.48136186347419296
2022-04-25,Extreme Fear,23.0,38,17.6175,0.46361842105263157,0.5789473684210527,3.1052631578947367,0.23684210526315788,28,0,15.077259999999999,0.4875648709929899
2022-04-26,Fear,27.0,33,109.28639999999999,3.3117090909090905,0.5757575757575758,4.575757575757576,0.36363636363636365,26,2,19.651993333333333,0.493598895448067
2022-04-27,Extreme Fear,21.0,28,166.5563,5.948439285714286,0.5714285714285714,2.75,0.2857142857142857,22,0,23.758949999999995,0.4965174822376215
2022-04-28,Extreme Fear,24.0,41,-48.723800000000004,-1.1883853658536587,0.6341463414634146,3.073170731707317,0.36585365853658536,33,0,24.907966666666667,0.5009890269530687
2022-04-29,Extreme Fear,23.0,33,18.8054,0.5698606060606061,0.42424242424242425,3.272727272727273,0.12121212121212122,27,1,26.044343333333334,0.5011519464708268
2022-04-30,Extreme Fear,20.0,25,-130.9077,-5.236308,0.36,3.68,0.2,20,0,22.001993333333335,0.4919398252587058
2022-05-01,Extreme Fear,22.0,27,23.6797,0.877025925925926,0.4444444444444444,2.740740740740741,0.4444444444444444,25,2,23.210149999999995,0.4930291498774421
2022-05-02,Fear,28.0,30,-8.644600000000006,-0.28815333333333354,0.5,4.833333333333333,0.4,27,3,20.383149999999997,0.49597032634803034
2022-05-03,Fear,27.0,30,98.4772,3.282573333333333,0.6666666666666666,6.533333333333333,0.3333333333333333,25,0,25.76706,0.5019763323540364
2022-05-04,Extreme Fear,21.0,34,-53.896,-1.5851764705882354,0.5588235294117647,3.088235294117647,0.3235294117647059,30,2,24.918593333333327,0.5139371166677618
2022-05-05,Fear,27.0,37,10.686200000000005,0.28881621621621634,0.5135135135135135,5.648648648648648,0.40540540540540543,31,0,19.168349999999993,0.5117209004515456
2022-05-06,Extreme Fear,22.0,39,-22.82490000000001,-0.5852538461538465,0.6410256410256411,2.9743589743589745,0.20512820512820512,30,5,13.836096666666663,0.5144609708386748
2022-05-07,Extreme Fear,23.0,37,-30.654999999999994,-0.8285135135135133,0.5135135135135135,3.027027027027027,0.35135135135135137,31,1,11.379826666666665,0.5155287052397426
2022-05-08,Extreme Fear,18.0,40,71.3997,1.7849925,0.5,3.075,0.225,30,2,17.856756666666662,0.5145082970764773
2022-05-09,Extreme Fear,11.0,32,-110.04350000000001,-3.4388593750000003,0.375,3.03125,0.28125,28,2,12.517716666666661,0.511504421107485
2022-05-10,Extreme Fear,10.0,43,-45.953100000000006,-1.0686767441860467,0.37209302325581395,2.883720930232558,0.37209302325581395,32,2,9.674359999999995,0.5061991885493454
2022-05-11,Extreme Fear,12.0,44,-32.677299999999995,-0.742665909090909,0.4318181818181818,3.022727272727273,0.3409090909090909,30,1,6.276139999999995,0.5012948823292498
2022-05-12,Extreme Fear,12.0,42,-13.9555,-0.3322738095238095,0.5952380952380952,3.142857142857143,0.2857142857142857,33,1,6.177409999999995,0.5034890933469902
2022-05-13,Extreme Fear,10.0,31,-33.94469999999999,-1.0949903225806448,0.3870967741935484,3.161290322580645,0.3870967741935484,27,1,4.404256666666661,0.5034293561904789
2022-05-14,Extreme Fear,9.0,29,35.261700000000005,1.2159206896551726,0.6551724137931034,2.6551724137931036,0.20689655172413793,20,0,5.579819999999995,0.5081744195562319
2022-05-15,Extreme Fear,10.0,31,221.3668,7.1408645161290325,0.6774193548387096,2.806451612903226,0.25806451612903225,25,0,11.335879999999996,0.5098026837651413
2022-05-16,Extreme Fear,14.0,40,-38.385000000000005,-0.9596250000000002,0.375,3.075,0.525,29,1,10.785029999999995,0.5092945536838405
2022-05-17,Extreme Fear,8.0,34,135.0314,3.971511764705882,0.4411764705882353,3.3529411764705883,0.4117647058823529,26,2,14.302283333333328,0.507333769370115
2022-05-18,Extreme Fear,12.0,28,35.1006,1.2535928571428572,0.5357142857142857,3.107142857142857,0.25,22,0,9.86439666666666,0.5069369439732896
2022-05-19,Extreme Fear,13.0,37,51.600100000000005,1.3945972972972975,0.6486486486486487,2.72972972972973,0.24324324324324326,30,3,12.74352666666666,0.5133204703568159
2022-05-20,Extreme Fear,13.0,47,-28.507299999999994,-0.6065382978723403,0.44680851063829785,3.0638297872340425,0.40425531914893614,35,3,8.42240666666666,0.5080120671760723
2022-05-21,Extreme Fear,13.0,36,-26.0913,-0.7247583333333334,0.4444444444444444,3.111111111111111,0.3055555555555556,28,1,10.052893333333326,0.5043083634723685
2022-05-22,Extreme Fear,14.0,29,42.9163,1.4798724137931034,0.6896551724137931,3.103448275862069,0.3448275862068966,25,0,14.432706666666661,0.5139635358861617
2022-05-23,Extreme Fear,10.0,35,6.160899999999999,0.17602571428571426,0.5142857142857142,2.6857142857142855,0.34285714285714286,32,1,14.23099666666666,0.5144397263623521
2022-05-24,Extreme Fear,12.0,44,118.405,2.691022727272727,0.5227272727272727,3.1363636363636362,0.25,33,0,17.904716666666662,0.5198269317495575
2022-05-25,Extreme Fear,11.0,42,-24.113400000000006,-0.5741285714285715,0.5,2.9047619047619047,0.2619047619047619,31,1,16.51368666666666,0.5171953528021891
2022-05-26,Extreme Fear,12.0,35,102.9701,2.942002857142857,0.6,3.3142857142857145,0.2857142857142857,32,1,16.303143333333328,0.51800343361027
2022-05-27,Extreme Fear,12.0,25,35.5845,1.4233799999999999,0.4,3.2,0.44,21,0,11.937416666666662,0.5122891478959842
2022-05-28,Extreme Fear,13.0,32,-241.731,-7.55409375,0.34375,3.15625,0.34375,21,2,5.503843333333328,0.5026092698472038
2022-05-29,Extreme Fear,14.0,44,13.943100000000003,0.31688863636363646,0.45454545454545453,3.4545454545454546,0.3181818181818182,35,0,5.341766666666662,0.5036193708573048
2022-05-30,Extreme Fear,10.0,24,-19.9061,-0.8294208333333333,0.4166666666666667,3.375,0.4166666666666667,22,1,9.041819999999996,0.5055082597461936
2022-05-31,Extreme Fear,16.0,48,123.45559999999999,2.5719916666666665,0.5625,2.8125,0.3541666666666667,37,1,12.367683333333328,0.5094434449313788
2022-06-01,Extreme Fear,17.0,39,137.9755,3.537833333333334,0.5384615384615384,2.6666666666666665,0.28205128205128205,32,0,17.25502,0.5107254962134301
2022-06-02,Extreme Fear,13.0,39,112.92309999999999,2.895464102564102,0.7435897435897436,2.8974358974358974,0.2564102564102564,30,2,17.736549999999998,0.5132895987775327
2022-06-03,Extreme Fear,10.0,28,-4.699199999999999,-0.1678285714285714,0.4642857142857143,3.357142857142857,0.32142857142857145,23,0,19.376443333333327,0.510138338273331
2022-06-04,Extreme Fear,14.0,28,-8.362500000000004,-0.29866071428571445,0.5,2.7857142857142856,0.42857142857142855,23,1,18.74148666666666,0.5096878878228805
2022-06-05,Extreme Fear,10.0,33,70.681,2.141848484848485,0.5151515151515151,3.1515151515151514,0.24242424242424243,28,2,21.858349999999994,0.5054920836270764
2022-06-06,Extreme Fear,13.0,30,-7.288699999999999,-0.24295666666666663,0.5333333333333333,2.7333333333333334,0.26666666666666666,25,2,22.637226666666663,0.506152744287737
2022-06-07,Extreme Fear,15.0,31,-159.788,-5.154451612903226,0.5806451612903226,2.967741935483871,0.2903225806451613,29,2,14.930969999999993,0.5088409163307478
2022-06-08,Extreme Fear,17.0,26,-27.250700000000002,-1.0481038461538463,0.5384615384615384,3.3461538461538463,0.23076923076923078,20,0,17.69072999999999,0.5142896342794657
2022-06-09,Extreme Fear,11.0,39,153.2483,3.9294435897435895,0.5384615384615384,2.769230769230769,0.46153846153846156,34,2,24.330776666666665,0.5198352514529899
2022-06-10,Extreme Fear,13.0,34,77.8624,2.290070588235294,0.6470588235294118,2.6176470588235294,0.2647058823529412,27,2,28.015433333333327,0.5270099395100308
2022-06-11,Extreme Fear,12.0,42,30.721899999999994,0.7314738095238094,0.5,3.4761904761904763,0.23809523809523808,37,1,29.504679999999997,0.5238353363354277
2022-06-12,Extreme Fear,14.0,40,-62.01690000000001,-1.5504225000000003,0.425,3.075,0.35,32,0,28.568939999999994,0.5250987771956427
2022-06-13,Extreme Fear,11.0,31,-27.4401,-0.8851645161290322,0.5161290322580645,3.161290322580645,0.22580645161290322,27,2,26.478879999999997,0.5204639978111414
2022-06-14,Extreme Fear,8.0,30,89.1195,2.97065,0.6666666666666666,3.2333333333333334,0.36666666666666664,25,0,22.070636666666662,0.5201055748720733
2022-06-15,Extreme Fear,7.0,34,13.735300000000006,0.40397941176470603,0.5588235294117647,3.0,0.4411764705882353,29,0,23.807979999999993,0.5262330258524656
2022-06-16,Extreme Fear,7.0,36,4.623899999999999,0.12844166666666665,0.4722222222222222,2.8333333333333335,0.3888888888888889,25,1,19.461063333333332,0.527267884240265
2022-06-17,Extreme Fear,9.0,32,-88.4976,-2.76555,0.59375,2.59375,0.1875,25,4,15.341123333333325,0.5292024080497889
2022-06-18,Extreme Fear,6.0,31,77.2894,2.4932064516129033,0.4838709677419355,3.096774193548387,0.3548387096774194,26,2,16.19743333333333,0.5237098186862318
2022-06-19,Extreme Fear,6.0,27,-2.8011000000000035,-0.10374444444444457,0.4074074074074074,3.037037037037037,0.25925925925925924,23,4,17.05430666666666,0.5223964485785354
2022-06-20,Extreme Fear,9.0,34,102.439,3.012911764705882,0.7058823529411765,2.9411764705882355,0.11764705882352941,30,1,21.33864999999999,0.5311110455284266
2022-06-21,Extreme Fear,9.0,34,30.568500000000004,0.8990735294117648,0.5,3.235294117647059,0.2647058823529412,28,2,20.92705666666666,0.5247892064479668
2022-06-22,Extreme Fear,11.0,39,71.3388,1.8292000000000002,0.46153846153846156,3.128205128205128,0.2564102564102564,30,1,23.099653333333325,0.523030964689725
2022-06-23,Extreme Fear,11.0,29,27.557300000000005,0.9502517241379312,0.6551724137931034,2.5517241379310347,0.1724137931034483,25,0,20.071396666666658,0.5274458027252527
2022-06-24,Extreme Fear,11.0,42,58.4662,1.392052380952381,0.5238095238095238,2.9047619047619047,0.2619047619047619,27,1,22.824049999999996,0.5282394535189034
2022-06-25,Extreme Fear,14.0,30,272.35929999999996,9.078643333333332,0.36666666666666664,3.2,0.36666666666666664,25,3,28.470356666666657,0.5204616757411257
2022-06-26,Extreme Fear,14.0,36,157.06,4.362777777777778,0.6388888888888888,3.0833333333333335,0.2777777777777778,31,3,32.51953999999999,0.5284246387040886
2022-06-27,Extreme Fear,12.0,45,-40.9125,-0.9091666666666667,0.4666666666666667,3.3333333333333335,0.3333333333333333,38,1,39.21348999999999,0.5325218609263108
